binder(kg/m3),pozzolan(kg/m3),fine_aggregate(kg/m3),water(kg/m3),foaming_agent(kg/m3),measured_density(kg/m3),period_of_testing(Days),compressive_strength(MPa)
284.4,43.9,426.6,128.0,38.5,762.0,7,2.02
284.4,52.7,426.6,128.0,38.5,764.0,7,1.82
284.4,0.0,426.6,128.0,38.5,755.0,28,2.03
284.4,8.8,426.6,128.0,38.5,758.0,28,2.29
284.4,17.5,426.6,128.0,38.5,759.0,28,2.57
284.4,26.3,426.6,128.0,38.5,761.0,28,2.69
284.4,35.1,426.6,128.0,38.5,763.0,28,3.36
284.4,43.9,426.6,128.0,38.5,766.0,28,2.33
284.4,52.7,426.6,128.0,38.5,770.0,28,2.1
284.4,0.0,426.6,128.0,38.5,759.0,56,2.3
284.4,8.8,426.6,128.0,38.5,762.0,56,2.59
284.4,17.5,426.6,128.0,38.5,764.0,56,2.9
284.4,26.3,426.6,128.0,38.5,766.0,56,3.02
284.4,35.1,426.6,128.0,38.5,767.0,56,3.8
284.4,43.9,426.6,128.0,38.5,768.0,56,2.63
284.4,52.7,426.6,128.0,38.5,772.0,56,2.37
465.0,0.0,697.4,209.2,22.8,1250.0,7,2.58
418.5,46.5,697.4,209.2,22.8,1250.0,7,3.44
372.0,93.0,697.4,209.2,22.8,1250.0,7,3.81
325.5,139.5,697.4,209.2,22.8,1250.0,7,4.12
279.0,186.0,697.4,209.2,22.8,1250.0,7,5.23
232.5,232.5,697.4,209.2,22.8,1250.0,7,3.52
186.0,279.0,697.4,209.2,22.8,1250.0,7,2.21
418.5,46.5,697.4,209.2,22.8,1250.0,7,2.65
372.0,93.0,697.4,209.2,22.8,1250.0,7,3.24
325.5,139.5,697.4,209.2,22.8,1250.0,7,3.65
279.0,186.0,697.4,209.2,22.8,1250.0,7,2.45
232.5,232.5,697.4,209.2,22.8,1250.0,7,1.78
186.0,279.0,697.4,209.2,22.8,1250.0,7,1.32
418.5,46.5,697.4,209.2,22.8,1250.0,7,3.19
372.0,93.0,697.4,209.2,22.8,1250.0,7,4.21
325.5,139.5,697.4,209.2,22.8,1250.0,7,3.12
279.0,186.0,697.4,209.2,22.8,1250.0,7,2.71
232.5,232.5,697.4,209.2,22.8,1250.0,7,2.21
186.0,279.0,697.4,209.2,22.8,1250.0,7,0.76
418.5,46.5,697.4,209.2,22.8,1250.0,7,2.87
372.0,93.0,697.4,209.2,22.8,1250.0,7,3.56
325.5,139.5,697.4,209.2,22.8,1250.0,7,4.61
279.0,186.0,697.4,209.2,22.8,1250.0,7,3.53
232.5,232.5,697.4,209.2,22.8,1250.0,7,2.78
186.0,279.0,697.4,209.2,22.8,1250.0,7,2.51
465.0,0.0,697.4,209.2,22.8,1250.0,14,3.148
418.5,46.5,697.4,209.2,22.8,1250.0,14,4.093
372.0,93.0,697.4,209.2,22.8,1250.0,14,4.608
325.5,139.5,697.4,209.2,22.8,1250.0,14,5.056
279.0,186.0,697.4,209.2,22.8,1250.0,14,6.452
232.5,232.5,697.4,209.2,22.8,1250.0,14,4.735
186.0,279.0,697.4,209.2,22.8,1250.0,14,3.222
418.5,46.5,697.4,209.2,22.8,1250.0,14,3.213
372.0,93.0,697.4,209.2,22.8,1250.0,14,3.964
325.5,139.5,697.4,209.2,22.8,1250.0,14,4.492
279.0,186.0,697.4,209.2,22.8,1250.0,14,3.023
232.5,232.5,697.4,209.2,22.8,1250.0,14,2.163
186.0,279.0,697.4,209.2,22.8,1250.0,14,1.832
418.5,46.5,697.4,209.2,22.8,1250.0,14,3.884
372.0,93.0,697.4,209.2,22.8,1250.0,14,5.146
325.5,139.5,697.4,209.2,22.8,1250.0,14,3.799
279.0,186.0,697.4,209.2,22.8,1250.0,14,3.312
232.5,232.5,697.4,209.2,22.8,1250.0,14,2.702
186.0,279.0,697.4,209.2,22.8,1250.0,14,0.957
418.5,46.5,697.4,209.2,22.8,1250.0,14,3.5
372.0,93.0,697.4,209.2,22.8,1250.0,14,4.334
325.5,139.5,697.4,209.2,22.8,1250.0,14,5.634
279.0,186.0,697.4,209.2,22.8,1250.0,14,4.387
232.5,232.5,697.4,209.2,22.8,1250.0,14,3.405
186.0,279.0,697.4,209.2,22.8,1250.0,14,2.787
465.0,0.0,697.4,209.2,22.8,1250.0,28,3.56
418.5,46.5,697.4,209.2,22.8,1250.0,28,4.747
372.0,93.0,697.4,209.2,22.8,1250.0,28,5.258
325.5,139.5,697.4,209.2,22.8,1250.0,28,5.686
279.0,186.0,697.4,209.2,22.8,1250.0,28,7.017
232.5,232.5,697.4,209.2,22.8,1250.0,28,5.099
186.0,279.0,697.4,209.2,22.8,1250.0,28,3.021
418.5,46.5,697.4,209.2,22.8,1250.0,28,3.657
372.0,93.0,697.4,209.2,22.8,1250.0,28,4.471
325.5,139.5,697.4,209.2,22.8,1250.0,28,5.037
279.0,186.0,697.4,209.2,22.8,1250.0,28,3.381
232.5,232.5,697.4,209.2,22.8,1250.0,28,2.456
186.0,279.0,697.4,209.2,22.8,1250.0,28,1.822
418.5,46.5,697.4,209.2,22.8,1250.0,28,4.402
372.0,93.0,697.4,209.2,22.8,1250.0,28,5.81
325.5,139.5,697.4,209.2,22.8,1250.0,28,4.006
279.0,186.0,697.4,209.2,22.8,1250.0,28,3.74
232.5,232.5,697.4,209.2,22.8,1250.0,28,3.05
186.0,279.0,697.4,209.2,22.8,1250.0,28,1.249
418.5,46.5,697.4,209.2,22.8,1250.0,28,3.961
372.0,93.0,697.4,209.2,22.8,1250.0,28,4.913
325.5,139.5,697.4,209.2,22.8,1250.0,28,6.362
279.0,186.0,697.4,209.2,22.8,1250.0,28,4.871
232.5,232.5,697.4,209.2,22.8,1250.0,28,3.836
186.0,279.0,697.4,209.2,22.8,1250.0,28,3.464
312.5,12.5,104.2,238.2,9.3,605.0,28,2.7
312.5,12.5,104.19999999999999,240.0,9.3,603.0,28,2.69
312.5,12.5,104.2,241.8,9.3,602.0,28,2.67
312.5,12.5,104.2,243.6,9.3,598.0,28,2.57
312.5,12.5,104.2,245.4,9.3,594.0,28,2.42
194.1,0.0,291.2,87.4,46.3,500.0,28,1.21
194.1,0.62,291.2,87.4,46.3,500.0,28,1.36
194.1,1.24,291.2,87.4,46.3,500.0,28,1.51
194.1,1.86,291.2,87.4,46.3,500.0,28,1.76
194.1,2.48,291.2,87.4,46.3,500.0,28,1.61
194.1,3.09,291.2,87.4,46.3,500.0,28,1.26
338.6,0.0,507.9,152.4,33.8,900.0,28,3.15
338.6,1.03,507.9,152.4,33.8,900.0,28,3.5
338.6,2.07,507.9,152.4,33.8,900.0,28,3.85
338.6,3.1,507.9,152.4,33.8,900.0,28,4.48
338.6,4.13,507.9,152.4,33.8,900.0,28,4.75
338.6,5.16,507.9,152.4,33.8,900.0,28,3.45
483.0,0.0,724.5,217.4,21.3,1300.0,28,5.2
483.0,1.45,724.5,217.4,21.3,1300.0,28,5.62
483.0,2.89,724.5,217.4,21.3,1300.0,28,6.04
483.0,4.34,724.5,217.4,21.3,1300.0,28,6.87
483.0,5.78,724.5,217.4,21.3,1300.0,28,7.4
483.0,7.23,724.5,217.4,21.3,1300.0,28,5.79
357.0,0.0,535.0,161.0,32.0,950.0,7,2.75
357.0,21.7,535.0,161.0,32.0,950.0,7,2.79
357.0,43.4,535.0,161.0,32.0,950.0,7,3.61
357.0,65.1,535.0,161.0,32.0,950.0,7,4.35
357.0,86.7,535.0,161.0,32.0,950.0,7,2.5
357.0,0.0,535.0,161.0,32.0,950.0,28,3.17
357.0,21.7,535.0,161.0,32.0,950.0,28,3.28
357.0,43.4,535.0,161.0,32.0,950.0,28,4.1
357.0,65.1,535.0,161.0,32.0,950.0,28,4.86
357.0,86.7,535.0,161.0,32.0,950.0,28,3.0
357.0,0.0,535.0,161.0,32.0,950.0,56,3.57
357.0,21.7,535.0,161.0,32.0,950.0,56,3.71
357.0,43.4,535.0,161.0,32.0,950.0,56,4.6
357.0,65.1,535.0,161.0,32.0,950.0,56,5.38
357.0,86.7,535.0,161.0,32.0,950.0,56,3.45
